OverNumber,Bowlers_Name,Batsman_Name,Outcome,Runs,Delivery_Length,Delivery_Line,Delivery_type,Shot_type,Shot_Field_Position,Hit_type,Innings_No
3,Jongwe  ,Babar Azam,Single,1,Short,Null,Null,WorksItAway,LongOn,Middle,1
3,Muzarabani  ,Babar Azam,Six,6,Short,Null,Null,Blisters,CowCorner,Middle,1
2,Muzarabani  ,Babar Azam,Double,2,Null,OffThePads,Null,Flick,Null,Middle,1
1,Muzarabani  ,Babar Azam,Single,1,GoodLength,Null,Null,Drive,long-off,Middle,1
1,Muzarabani  ,Babar Azam,Single,1,GoodLength ,Null,Null,Slashed,SweeperCover,Middle,1
10,Muzarabani  ,Babar Azam,Dot,0,GoodLength    ,Null,AnglingIn,patted back,Bowler,Middle,1
9,Ngarava  ,Babar Azam,Single,1,GoodLength    ,OutsideOff,Null,Null,MidWicket,Middle,1
8,Ngarava  ,Babar Azam,Four,4,GoodLength    ,Null,Null,Swept,BackwardSquareLeg,Middle,1
8,Ngarava  ,Babar Azam,Single,1,Short    ,Null,DriftsInward,worked,Square,Middle,1
7,Ngarava  ,Babar Azam,Single,1,FullLength  ,Null,Null,Pulled,DeepMidWicket,Middle,1
7,Muzarabani  ,Babar Azam,Dot,0,Null,Null,SpinningIn,Null,Null,on the pad,1
7,Muzarabani  ,Babar Azam,Single,1,Short    ,Null,Null,Null,WicketKeeper,Middle,1
6,Ngarava  ,Babar Azam,Four,4,GoodLength    ,Null,Null,Pulled,MidWicket,Middle,1
6,Muzarabani  ,Babar Azam,Four,4,Short    ,Wide,yorker,Guided,ShortThirdMan,Middle,1
6,Jongwe  ,Babar Azam,Single,1,Short    ,MiddleStumps,Null,Flick,MidWicket,Middle,1
6,Jongwe  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Nudged,RoundTheCorner,Middle,1
5,Muzarabani  ,Babar Azam,Single,1,GoodLength   ,DownTheLegStump,Null,Null,Null,Middle,1
5,Muzarabani  ,Babar Azam,Single,1,Short    ,OnTheFifthStump,Null,Swung Across,WideLongOn,Middle,1
4,Muzarabani  ,Babar Azam,Single,1,FullLength  ,Stumps,Null,Null,MidWicket,Middle,1
4,Ngarava  ,Babar Azam,Single,1,GoodLength    ,OnThePads,NippingIn,Null,ShortLeg,Missed,1
2,Ngarava  ,Babar Azam,Single,1,GoodLength ,Null,Null,WorksItOff,LegSide,Middle,1
2,Jongwe  ,Babar Azam,Six,6,GoodLength    ,Null,Null,Belts,LongOn,Middle,1
1,Jongwe  ,Babar Azam,Single,1,GoodLength   ,OutsideOff,Null,Cut,Point,Middle,1
2,Jongwe  ,Babar Azam,Dot,0,Short    ,MiddleStump,Null,Defended,Null,Middle,1
1,Ngarava  ,Babar Azam,Single,1,GoodLength    ,WideOutsideOff,Null,Slapped,Point,Middle,1
1,Ngarava  ,Babar Azam,Six,6,GoodLength   ,Null,Null,LoftedOnDrive,LongOn,Middle,1
16,Ngarava  ,Babar Azam,Double,2,GoodLength    ,Null,Null,SlogSweep,DeepSquareLeg,Middle,1
15,Ngarava  ,Babar Azam,Out,-1,Null,Null,Null,Pulled,WideLongOn,Middle,1
15,Ngarava  ,Babar Azam,Dot,0,Null,Null,Null,Cut,Point,Middled,2
15,Burl  ,Babar Azam,Dot,0,Null,Null,Null,Pulled,MidWicket,Middled,2
14,Burl  ,Babar Azam,Dot,0,FullLength,MiddleStumps,Null,StraightDrive,Bowler,Middled,2
14,Burl  ,Babar Azam,Single,1,Short,Null,Off Cutter,Square Cut,MidWicket,Middled,2
14,Masakadza  ,Babar Azam,Dot,0,GoodLength,Null,Null,StraightDrive,Null,Null,2
13,Masakadza  ,Babar Azam,Single,1,FullLength,Null,Null,BackFootDrive,OnSide,Middled,2
12,Masakadza  ,Babar Azam,Single,1,GoodLength,OnThePads,Null,LegBye,OnSide,Missed,2
12,Masakadza  ,Babar Azam,Dot,0,GoodLength,AroundOff,MediumPaceBall,StraightDrive,Cover,Middled,2
11,Burl  ,Babar Azam,Double,2,GoodLength,Null,MediumPaceBall,Pulled,DeepMidWicket,Middled,2
11,Burl  ,Babar Azam,Single,1,Null,Null,MediumPaceBall,Cut,Cover,Middled,2
11,Burl  ,Babar Azam,Single,1,Null,OutsideOff,SlowerBall,Drag,MidWicket,Middled,2
10,Burl  ,Babar Azam,Four,4,Null,OutsideOff,MediumPaceBall,LoftedDrive,Backword Point,Middled,2
10,Jongwe  ,Babar Azam,Single,1,Short,OutsideOff,MediumPaceBall,Flick,LongOn,Middled,2
10,Masakadza  ,Babar Azam,Four,4,Null,OutsideOff,MediumPaceBall,LateDabs,ThirdMan,Middled,2
9,Masakadza  ,Babar Azam,Double,2,GoodLength,OutsideOff,SlowerBall,Pulled,DeepMidWicket,Middled,2
9,Masakadza  ,Babar Azam,Single,1,Null,Null,SlowerBall,SoftHand,OffSide,Edged,2
9,Masakadza  ,Babar Azam,Single,1,Null,OutsideOff,MediumPaceBall,Flick,MidOff,Middled,2
9,Burl  ,Babar Azam,Single,1,Null,Null,SlowerBall,Pulled,MidWicket,Middled,2
9,Burl  ,Babar Azam,Double,2,FullLength,OutsideOff,MediumPaceBall,Punched ,Cover,Middled,2
8,Burl  ,Babar Azam,Four,4,FullLength,OutsideOff,SlowBouncer,Flick,ThirdMan,Middled,2
8,Burl  ,Babar Azam,Single,1,GoodLength,OutsideOff,Null,Edge,Point,Edged,2
8,Masakadza  ,Babar Azam,Dot,0,GoodLength,LegStump,Null,Null,Null,Missed,2
7,Masakadza  ,Babar Azam,Single,1,FullLength,DownTheLegSide,Flighted,Flick,LegSide,Missed,2
7,Masakadza  ,Babar Azam,Single,1,Short,Stumps,Flighted,Sweep,DeepMidWicket,Middled,2
6,Burl  ,Babar Azam,Four,4,FullLength,OffStumps,Null,Defended,ThirdMan,Edged,2
6,Burl  ,Babar Azam,Dot,0,Short,OffStumps,Null,Drive,Bowler,Inside Edge ,2
6,Burl  ,Babar Azam,Single,1,Short,MiddleLegStump,Flighted,Flick,BehindSquare,Middled,2
6,Burl  ,Babar Azam,Double,2,FullLength,Stumps,Null,StraightDrive,LongOn,NotMiddled,2
4,Masakadza  ,Babar Azam,Dot,0,Short,OutsideOff,Quicker,Tuckle,LegSide,Middled,2
4,Muzarabani  ,Babar Azam,Double,2,Yorker,OutsideOff,Null,Cut,BehindThePoint,Middled,2
4,Muzarabani  ,Babar Azam,Dot,0,FullLength,OffStumps,flatter,Defended,Null,Middled,2
4,Muzarabani  ,Babar Azam,Single,1,Null,SixthStump,Null,Cut,Cover,Middled,2
3,Willey  ,Babar Azam,Single,1,Null,LegStump,Null,Flick,BehindSquare,Middled,2
3,Willey  ,Babar Azam,Single,1,Yorker,OutsideOff,MediumPaceBall,StraightDrive,ExraCover,Middled,2
2,Gregory  ,Babar Azam,Single,1,GoodLength,OffStumps,MediumPaceBall,Flick,MidWicket,Middled,2
1,Gregory  ,Babar Azam,Single,1,GoodLength,MiddleStump,Null,Heave,BackwardPoint,LeadingEdge,2
20,Parkinson  ,Babar Azam,Dot,0,Null,Null,Null,LoftedShot,Null,Null,2
19,Parkinson  ,Babar Azam,Dot,0,Null,AroundOff,Null,Null,ShortFineLeg,Null,2
19,Parkinson  ,Babar Azam,Single,1,GoodLength,Null,Null,Null,OnSide,Null,2
19,Parkinson  ,Babar Azam,Dot,0,Yorker,Null,Null,Null,BackwardPoint,Null,2
18,Willey  ,Babar Azam,Single,1,Short,Null,Null,Null,MidWicket,LeadingEdge,2
18,Parkinson  ,Babar Azam,Single,1,Shortter,Null,Flick,Null,ShortFineLeg,Missed,2
17,Parkinson  ,Babar Azam,Single,1,Short,WideOff,Null,Null,Cover,Null,2
17,Parkinson  ,Babar Azam,Dot,0,Null,WideOff,Null,Pulled,Null,Null,2
17,Parkinson  ,Babar Azam,Four,4,Null,Null,Null,Null,midwicket,Null,2
16,Livingstone  ,Babar Azam,Dot,0,GoodLength,OutsideOff,SlowBall,Null,front cover,Null,2
16,Livingstone  ,Babar Azam,Dot,0,FullLength,Null,Null,Null,Null,Edged,2
16,Livingstone  ,Babar Azam,Dot,0,GoodLength ,AroundOff,Null,Punched,Bowler,Middled,1
16,Parkinson  ,Babar Azam,Dot,0,FullLength ,DownTheLegSide,Null,Tuckle,MidWicket,Middled,1
15,Burl  ,Babar Azam,Dot,0,GoodLength ,AroundOff,Null,Defended,Point,Middled,1
15,Burl  ,Babar Azam,Dot,0,GoodLength ,AroundOff,Null,Drive,Cover,Middled,1
15,Madhevere  ,Babar Azam,Dot,0,GoodLength ,Null,Null,Dabbed,Slip1,edge,1
14,Madhevere  ,Babar Azam,Dot,0,Short ,LegStump,SwingingIn,Flick,Null,Missed,1
14,Jongwe  ,Babar Azam,Single,1,GoodLength ,Null,Null,Flick,SquareLeg,Edged,1
14,Jongwe  ,Babar Azam,Double,2,Short ,OutsideOff,Null,Drive,ExraCover,Middled,1
14,Jongwe  ,Babar Azam,Dot,0,GoodLength ,OutsideOff,Null,Defended,Null,outside edge,1
13,Jongwe  ,Babar Azam,Single,1,FullLength,Null,Null,Crunched,DownTheWicket,Middled,1
13,Muzarabani  ,Babar Azam,Dot,0,GoodLength ,AroundOff,Null,Pulled,MidWicket,Middled,1
13,Muzarabani  ,Babar Azam,Dot,0,Short ,Null,Null,Punched,WicketKeeper,miss,1
13,Muzarabani  ,Babar Azam,Single,1,FullLength,Null,Null,Flick,MidWicket,Middled,1
12,Muzarabani  ,Babar Azam,Four,4,Short ,OutsideOff,Null,Pulled,RightMidWicket,Middled,1
11,Muzarabani  ,Babar Azam,Dot,0,Short ,across off,AnglingIn,Defended,Cover,Middled,1
11,Ngarava  ,Babar Azam,Single,1,FullLength,Null,Null,Dabbed,Point,Middled,1
11,Ngarava  ,Babar Azam,Dot,0,Short ,Null,Null,Drive,ExraCover,Middled,1
11,Ngarava  ,Babar Azam,Dot,0,FullLength,OutsideOff,SlowerBall,Pulled,Null,Missed,1
10,Ngarava  ,Babar Azam,Single,1,GoodLength ,Null,Null,Defended,Cover,Middled,1
10,Muzarabani  ,Babar Azam,Single,1,FullLength,Null,Null,Null,Null,Null,1
10,Muzarabani  ,Babar Azam,Double,2,FullLength,Null,Null,On drive,MidWicket,Middled,1
10,Ngarava  ,Babar Azam,Single,1,GoodLength,Null,Null,Pulled,LongOn,Middled,1
9,Muzarabani  ,Babar Azam,Double,2,FullLength,DownTheLegSide,Null,Flick,DeepSquareLeg,Middled,1
9,Jongwe  ,Babar Azam,Double,2,GoodLength ,Null,Null,Punched,CoverSweeper,Middle,1
8,Jongwe  ,Babar Azam,Single,1,FullLength  ,Null,SlowerBall,Null,DeepOnTheOffside,Middle,1
8,Muzarabani  ,Babar Azam,Double,2,GoodLength,Null,SlowerBall,Cut,ThirdMan,Middle,1
7,Muzarabani  ,Babar Azam,Double,2,Short    ,OnThePads,Null,Whipped ,DeepMidWicket,Middle,1
6,Muzarabani  ,Babar Azam,Single,1,GoodLength ,Null,Null,Whipped ,MidWicket,Middle,1
6,Ngarava  ,Babar Azam,Single,1,GoodLength ,AroundOff,Null,Null,MidWicket,Middle,1
6,Ngarava  ,Babar Azam,Single,1,Short    ,Null,Null,Null,DeepMidWicket,Middle,1
17,Jongwe  ,Babar Azam,Dot,0,FullLength  ,Null,Null,Null,WicketKeeper,Beaten,1
7,Jongwe  ,Babar Azam,Single,1,Short    ,Null,Null,Punched,LongOn,Edged,1
7,Jongwe  ,Babar Azam,Single,1,FullLength  ,Null,Null,Knocked,Null,Middle,1
7,Ngarava  ,Babar Azam,Four,4,GoodLength ,Null,Null,Drive,LongOn,Middle,1
6,Ngarava  ,Babar Azam,Single,1,FullLength,Null,Null,Drive,long-off,Middle,1
6,Ngarava  ,Babar Azam,Single,1,Null,Null,Null,Drive,deep point,Middle,1
6,Ngarava  ,Babar Azam,Single,1,Short,OutsideOff,Null,Pulled,MidOn,Middle,1
4,Ngarava  ,Babar Azam,Single,1,Short,Null,Null,Pulled,DeepMidWicket,Middle,1
4,Burl  ,Babar Azam,Four,4,Null,OutsideOff,Null,Cut,BackwardPoint,Middle,1
4,Burl  ,Babar Azam,Double,2,GoodLength,Stumps,Null,Null,SquareLeg,Middle,1
3,Burl  ,Babar Azam,Four,4,Short,Null,Null,Lumped,MidOff,Middle,1
3,Masakadza  ,Babar Azam,Single,1,Short,Straight,Null,Nudged,LegSide,Middle,1
6,Masakadza  ,Babar Azam,Double,2,Null,Null,Null,Belts,DeepMidWicket,Middle,1
6,Masakadza  ,Babar Azam,Single,1,GoodLength,Null,Null,LeadingEdge,OffSide,Middle,1
6,Masakadza  ,Babar Azam,Single,1,GoodLength ,Null,Null,Null,Cover,miscued,1
5,Burl  ,Babar Azam,Triple,3,GoodLength    ,Null,AnglingIn,Whipped ,WideLongOn,Middle,1
5,Burl  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Drive,LegSide,Middle,1
4,Burl  ,Babar Azam,Four,4,GoodLength    ,Null,Null,TopEdged,ThirdMan,TopEdged,1
4,Burl  ,Babar Azam,Out,-1,Short    ,Null,KnuckleBall,HoledOut,DeepMidWicket,Middle,1
4,Jongwe  ,Babar Azam,Dot,0,FullLength  ,OnThePads,Null,Edged,Null,Edged,1
3,Masakadza  ,Babar Azam,Single,1,Null,Null,Null,Drive,Cover,Middle,1
3,Masakadza  ,Babar Azam,Single,1,Short    ,Null,Null,RunsItDown,ThirdMan,Middle,1
3,Masakadza  ,Babar Azam,Dot,0,GoodLength    ,Null,Null,chip,OnSide,Middle,1
3,Masakadza  ,Babar Azam,Single,1,Short    ,Null,Null,Drive,OffSide,Middle,1
2,Burl  ,Babar Azam,Dot,0,Short    ,Null,Null,Drive,MidOff,Middle,1
18,Burl  ,Babar Azam,Four,4,GoodLength    ,Wide,Null,Leans into it,Cover,Middle,1
17,Burl  ,Babar Azam,Single,1,GoodLength   ,Null,Null,Flick,MidWicket,Middle,1
17,Burl  ,Babar Azam,Single,1,Short    ,DownTheLegSide,Null,Null,Null,Middle,1
17,Masakadza  ,Babar Azam,Single,1,FullLength  ,DownTheLegSide,Null,Null,Null,Middle,1
17,Masakadza  ,Babar Azam,Dot,0,GoodLength    ,Null,Null,Punched,Bowler,Middle,1
16,Masakadza  ,Babar Azam,Single,1,GoodLength ,Wide,Null,Null,Null,Middle,1
16,Burl  ,Babar Azam,Dot,0,GoodLength    ,Null,Null,Clipped,MidWicket,Middle,1
15,Burl  ,Babar Azam,Dot,0,GoodLength   ,Null,Null,Edged,Null,Edged,1
15,Burl  ,Babar Azam,Dot,0,Short    ,OffThePads,Null,Drive,Bowler,Middle,1
15,Burl  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Smashed,Bowler,Middle,1
15,Masakadza  ,Babar Azam,Double,2,GoodLength   ,Null,Null,Scooped,MidOn,Middle,1
15,Muzarabani  ,Babar Azam,Four,4,GoodLength    ,Null,Null,PickUp,WideMidWicket,Middle,1
14,Muzarabani  ,Babar Azam,Single,1,Null,Null,Null,KanesItDown,ThirdMan,Middle,1
14,Muzarabani  ,Babar Azam,Single,1,Null,Null,Null,RunsItDown,ThirdMan,Middle,1
13,Willey  ,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Middle,1
13,Willey  ,Babar Azam,Single,1,FullLength,Null,Null,eased down,DownTheGround,Middle,1
13,Gregory  ,Babar Azam,Double,2,Short,Null,Null,Flick,WideLongOn,Middle,1
12,Gregory  ,Babar Azam,Single,1,GoodLength,Null,Null,Drive,DownTheGround,Middle,1
12,Parkinson  ,Babar Azam,Single,1,FullLength,DownTheLegSide,Null,Null,Null,Middle,1
12,Parkinson  ,Babar Azam,Single,1,GoodLength,Null,Null,WorksItAway,LongOn,Middle,1
12,Parkinson  ,Babar Azam,Six,6,GoodLength,Null,Null,Blisters,CowCorner,Middle,1
12,Parkinson  ,Babar Azam,Double,2,GoodLength,OffThePads,Null,Flick,Null,Middle,1
11,Willey  ,Babar Azam,Single,1,Null,Null,Null,Drive,long-off,Middle,1
11,Parkinson  ,Babar Azam,Single,1,Null,Null,Null,Slashed,SweeperCover,Middle,1
11,Parkinson  ,Babar Azam,Dot,0,Null,Null,AnglingIn,patted back,Bowler,Middle,1
11,Parkinson  ,Babar Azam,Single,1,Short,OutsideOff,Null,Null,MidWicket,Middle,1
10,Parkinson  ,Babar Azam,Four,4,Null,Null,Null,Swept,BackwardSquareLeg,Middle,1
9,Livingstone  ,Babar Azam,Single,1,GoodLength,Null,DriftsInward,worked,Square,Middle,1
9,Livingstone  ,Babar Azam,Single,1,Null,Null,Null,Pulled,DeepMidWicket,Middle,1
9,Livingstone  ,Babar Azam,Dot,0,Null,Null,SpinningIn,Null,Null,Middl,1
8,Parkinson  ,Babar Azam,Single,1,Null,Null,Null,Null,WicketKeeper,Middle,1
8,Mohammad Ilyas  ,Babar Azam,Four,4,FullLength,Null,Null,Pulled,MidWicket,Middle,1
8,Mohammad Ilyas  ,Babar Azam,Four,4,FullLength,Wide,yorker,Guided,ShortThirdMan,Middle,1
8,Irfan  ,Babar Azam,Single,1,GoodLength,MiddleStumps,Null,Flick,MidWicket,Middle,1
8,Irfan  ,Babar Azam,Single,1,GoodLength,Null,Null,Nudged,RoundTheCorner,Middle,1
7,Irfan  ,Babar Azam,Single,1,Short,DownTheLegStump,Null,Null,Null,Middle,1
7,Irfan  ,Babar Azam,Single,1,FullLength,OnTheFifthStump,Null,Swung Across,WideLongOn,Middle,1
7,Mohammad Ilyas  ,Babar Azam,Single,1,Short,Stumps,Null,Null,MidWicket,Middle,1
6,Mohammad Ilyas  ,Babar Azam,Single,1,Short,OnThePads,NippingIn,Null,ShortLeg,Missed,1
6,Mohammad Ilyas  ,Babar Azam,Single,1,FullLength,Null,Null,WorksItOff,LegSide,Middle,1
6,Afridi  ,Babar Azam,Six,6,Short,Null,Null,Belts,LongOn,Middle,1
6,Mohammad Ilyas  ,Babar Azam,Single,1,Yorker,OutsideOff,Null,Cut,Point,Middle,1
5,Mohammad Ilyas  ,Babar Azam,Dot,0,FullLength,MiddleStump,Null,Defended,Null,Middle,1
5,Mohammad Ilyas  ,Babar Azam,Single,1,Null,WideOutsideOff,Null,Slapped,Point,Middle,1
5,Afridi  ,Babar Azam,Six,6,Null,Null,Null,LoftedOnDrive,LongOn,Middle,1
5,Afridi  ,Babar Azam,Double,2,Yorker,Null,Null,SlogSweep,DeepSquareLeg,Middle,1
4,Afridi  ,Babar Azam,Out,-1,GoodLength,Null,Null,Pulled,WideLongOn,Middle,1
4,Afridi  ,Babar Azam,Dot,0,GoodLength,Null,Null,Cut,Point,Middled,2
4,Russell  ,Babar Azam,Dot,0,Null,Null,Null,Pulled,MidWicket,Middled,2
3,Russell  ,Babar Azam,Dot,0,Null,MiddleStumps,Null,StraightDrive,Bowler,Middled,2
6,Afridi  ,Babar Azam,Single,1,GoodLength,Null,Off Cutter,Square Cut,MidWicket,Middled,2
6,Afridi  ,Babar Azam,Dot,0,Yorker,Null,Null,StraightDrive,Null,Null,2
6,Afridi  ,Babar Azam,Single,1,Short,Null,Null,BackFootDrive,OnSide,Middled,2
5,Irfan  ,Babar Azam,Single,1,Shortter,OnThePads,Null,LegBye,OnSide,Missed,2
5,Irfan  ,Babar Azam,Dot,0,Short,AroundOff,MediumPaceBall,StraightDrive,Cover,Middled,2
4,Irfan  ,Babar Azam,Double,2,Null,Null,MediumPaceBall,Pulled,DeepMidWicket,Middled,2
4,Irfan  ,Babar Azam,Single,1,Null,Null,MediumPaceBall,Cut,Cover,Middled,2
4,Irfan  ,Babar Azam,Single,1,GoodLength,OutsideOff,SlowerBall,Drag,MidWicket,Middled,2
3,Junaid  ,Babar Azam,Four,4,FullLength,OutsideOff,MediumPaceBall,LoftedDrive,Backword Point,Middled,2
3,Junaid  ,Babar Azam,Single,1,GoodLength ,OutsideOff,MediumPaceBall,Flick,LongOn,Middled,2
3,Junaid  ,Babar Azam,Four,4,FullLength ,OutsideOff,MediumPaceBall,LateDabs,ThirdMan,Middled,2
3,Junaid  ,Babar Azam,Double,2,GoodLength ,OutsideOff,SlowerBall,Pulled,DeepMidWicket,Middled,2
2,Green  ,Babar Azam,Single,1,GoodLength ,Null,SlowerBall,SoftHand,OffSide,Edged,2
18,Green  ,Babar Azam,Single,1,GoodLength ,OutsideOff,MediumPaceBall,Flick,MidOff,Middled,2
17,Junaid  ,Babar Azam,Single,1,Short ,Null,SlowerBall,Pulled,MidWicket,Middled,2
17,Junaid  ,Babar Azam,Double,2,GoodLength ,OutsideOff,MediumPaceBall,Punched ,Cover,Middled,2
17,Junaid  ,Babar Azam,Four,4,Short ,OutsideOff,SlowBouncer,Flick,ThirdMan,Middled,2
17,Green  ,Babar Azam,Single,1,GoodLength ,OutsideOff,Null,Edge,Point,Edged,2
16,Green  ,Babar Azam,Dot,0,FullLength,LegStump,Null,Null,Null,Missed,2
16,Green  ,Babar Azam,Single,1,GoodLength ,DownTheLegSide,Flighted,Flick,LegSide,Missed,2
15,Green  ,Babar Azam,Single,1,Short ,Stumps,Flighted,Sweep,DeepMidWicket,Middled,2
15,Green  ,Babar Azam,Four,4,FullLength,OffStumps,Null,Defended,ThirdMan,Edged,2
15,Irfan  ,Babar Azam,Dot,0,Short ,OffStumps,Null,Drive,Bowler,Inside Edge ,2
15,Irfan  ,Babar Azam,Single,1,Short ,MiddleLegStump,Flighted,Flick,BehindSquare,Middled,2
15,Viljoen  ,Babar Azam,Double,2,FullLength,Stumps,Null,StraightDrive,LongOn,NotMiddled,2
14,Haris Rauf  ,Babar Azam,Dot,0,Short ,OutsideOff,Quicker,Tuckle,LegSide,Middled,2
14,Haris Rauf  ,Babar Azam,Double,2,FullLength,OutsideOff,Null,Cut,BehindThePoint,Middled,2
13,Haris Rauf  ,Babar Azam,Dot,0,GoodLength ,OffStumps,flatter,Defended,Null,Middled,2
13,Haris Rauf  ,Babar Azam,Single,1,FullLength,SixthStump,Null,Cut,Cover,Middled,2
13,Viljoen  ,Babar Azam,Single,1,FullLength,LegStump,Null,Flick,BehindSquare,Middled,2
12,Viljoen  ,Babar Azam,Single,1,GoodLength,OutsideOff,MediumPaceBall,StraightDrive,ExraCover,Middled,2
12,Viljoen  ,Babar Azam,Single,1,FullLength,OffStumps,MediumPaceBall,Flick,MidWicket,Middled,2
12,Viljoen  ,Babar Azam,Single,1,GoodLength ,MiddleStump,Null,Heave,BackwardPoint,LeadingEdge,2
12,Haris Rauf  ,Babar Azam,Dot,0,FullLength  ,Null,Null,LoftedShot,Null,Null,2
12,Haris Rauf  ,Babar Azam,Dot,0,GoodLength,AroundOff,Null,Null,ShortFineLeg,Null,2
11,Haris Rauf  ,Babar Azam,Single,1,Short    ,Null,Null,Null,OnSide,Null,2
11,Haris Rauf  ,Babar Azam,Dot,0,GoodLength ,Null,Null,Null,BackwardPoint,Null,2
11,Rahat Ali  ,Babar Azam,Single,1,GoodLength ,Null,Null,Null,MidWicket,LeadingEdge,2
11,Rahat Ali  ,Babar Azam,Single,1,Short    ,Null,Flick,Null,ShortFineLeg,Missed,2
10,Rahat Ali  ,Babar Azam,Single,1,FullLength  ,WideOff,Null,Null,Cover,Null,2
9,Rahat Ali  ,Babar Azam,Dot,0,Short    ,WideOff,Null,Pulled,Null,Null,2
9,Hafeez  ,Babar Azam,Four,4,FullLength  ,Null,Null,Null,midwicket,Null,2
9,Hafeez  ,Babar Azam,Dot,0,GoodLength ,OutsideOff,SlowBall,Null,front cover,Null,2
8,Hafeez  ,Babar Azam,Dot,0,FullLength,Null,Null,Null,Null,Edged,2
8,Viljoen  ,Babar Azam,Dot,0,Null,AroundOff,Null,Punched,Bowler,Middled,1
8,Viljoen  ,Babar Azam,Dot,0,Short,DownTheLegSide,Null,Tuckle,MidWicket,Middled,1
8,Viljoen  ,Babar Azam,Dot,0,Short,AroundOff,Null,Defended,Point,Middled,1
8,Viljoen  ,Babar Azam,Dot,0,Null,AroundOff,Null,Drive,Cover,Middled,1
7,Viljoen  ,Babar Azam,Dot,0,GoodLength,Null,Null,Dabbed,Slip1,edge,1
7,Viljoen  ,Babar Azam,Dot,0,Short,LegStump,SwingingIn,Flick,Null,Missed,1
7,Shaheen Shah Afridi  ,Babar Azam,Single,1,Short,Null,Null,Flick,SquareLeg,Edged,1
6,Shaheen Shah Afridi  ,Babar Azam,Double,2,Null,OutsideOff,Null,Drive,ExraCover,Middled,1
6,Yasir Shah  ,Babar Azam,Dot,0,GoodLength,OutsideOff,Null,Defended,Null,outside edge,1
6,Yasir Shah  ,Babar Azam,Single,1,GoodLength ,Null,Null,Crunched,DownTheWicket,Middled,1
6,Yasir Shah  ,Babar Azam,Dot,0,GoodLength    ,AroundOff,Null,Pulled,MidWicket,Middled,1
5,Yasir Shah  ,Babar Azam,Dot,0,GoodLength    ,Null,Null,Punched,WicketKeeper,miss,1
5,Yasir Shah  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Flick,MidWicket,Middled,1
5,Yasir Shah  ,Babar Azam,Four,4,Short    ,OutsideOff,Null,Pulled,RightMidWicket,Middled,1
5,Shaheen Shah Afridi  ,Babar Azam,Dot,0,FullLength  ,across off,AnglingIn,Defended,Cover,Middled,1
4,Yasir Shah  ,Babar Azam,Single,1,Null,Null,Null,Dabbed,Point,Middled,1
4,Yasir Shah  ,Babar Azam,Dot,0,Short    ,Null,Null,Drive,ExraCover,Middled,1
4,Hasan Ali  ,Babar Azam,Dot,0,GoodLength    ,OutsideOff,SlowerBall,Pulled,Null,Missed,1
3,Hasan Ali  ,Babar Azam,Single,1,Short    ,Null,Null,Defended,Cover,Middled,1
3,Hasan Ali  ,Babar Azam,Single,1,Short    ,Null,Null,Null,Null,Null,1
3,Hasan Ali  ,Babar Azam,Double,2,GoodLength    ,Null,Null,On drive,MidWicket,Middled,1
3,Faheem  ,Babar Azam,Single,1,GoodLength   ,Null,Null,Pulled,LongOn,Middled,1
2,Faheem  ,Babar Azam,Double,2,Short    ,DownTheLegSide,Null,Flick,DeepSquareLeg,Middled,1
1,Faheem  ,Babar Azam,Double,2,FullLength  ,Null,Null,Punched,CoverSweeper,Middle,1
1,Raees  ,Babar Azam,Single,1,GoodLength    ,Null,SlowerBall,Null,DeepOnTheOffside,Middle,1
10,Raees  ,Babar Azam,Double,2,GoodLength ,Null,SlowerBall,Cut,ThirdMan,Middle,1
9,Faheem  ,Babar Azam,Double,2,GoodLength    ,OnThePads,Null,Whipped ,DeepMidWicket,Middle,1
8,Faheem  ,Babar Azam,Single,1,GoodLength   ,Null,Null,Whipped ,MidWicket,Middle,1
8,Faheem  ,Babar Azam,Single,1,Short    ,AroundOff,Null,Null,MidWicket,Middle,1
7,Faheem  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Null,DeepMidWicket,Middle,1
7,Faheem  ,Babar Azam,Dot,0,GoodLength   ,Null,Null,Null,WicketKeeper,Beaten,1
7,Shadab  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Punched,LongOn,Edged,1
6,Shadab  ,Babar Azam,Single,1,Null,Null,Null,Knocked,Null,Middle,1
6,Shadab  ,Babar Azam,Four,4,Null,Null,Null,Drive,LongOn,Middle,1
6,Amad Butt  ,Babar Azam,Single,1,Null,Null,Null,Drive,long-off,Middle,1
6,Amad Butt  ,Babar Azam,Single,1,FullLength,Null,Null,Drive,deep point,Middle,1
5,Amad Butt  ,Babar Azam,Single,1,Short,OutsideOff,Null,Pulled,MidOn,Middle,1
5,Amad Butt  ,Babar Azam,Single,1,GoodLength,Null,Null,Pulled,DeepMidWicket,Middle,1
4,Shadab  ,Babar Azam,Four,4,FullLength,OutsideOff,Null,Cut,BackwardPoint,Middle,1
4,Shadab  ,Babar Azam,Double,2,GoodLength,Stumps,Null,Null,SquareLeg,Middle,1
